ID Parent + Date + Fingerpr;cParent;AA2090-010;BK0348;AY2889;749794-010;AH9608-010;Date;cFingerprint;Nosto ID 0/1;Google ID 0/1;Facebook ID 0/1;Instagram ID 0/1;Anders ID 0/1;fPrice;Basispreis;Preis/Basispreis;cOS;iOS;Android;Windows;nPageVisited;nBasketUnique;nBasket;Registered;LoggedIn;Basket 0/1;Bought 0/1
749794-010 - 43525 - 144086096;749794-010;0;0;0;1;0;43525;144086096;0;1;0;0;0;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
749794-010 - 43525 - 1452263657;749794-010;0;0;0;1;0;43525;1452263657;1;0;0;0;1;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;1;0;0;0
749794-010 - 43525 - 1470988818;749794-010;0;0;0;1;0;43525;1470988818;1;0;0;0;1;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
749794-010 - 43525 - 1540611078;749794-010;0;0;0;1;0;43525;1540611078;0;0;1;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 1557138827;749794-010;0;0;0;1;0;43525;1557138827;1;0;0;0;1;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 1613075796;749794-010;0;0;0;1;0;43525;1613075796;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 1702580257;749794-010;0;0;0;1;0;43525;1702580257;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 1703233674;749794-010;0;0;0;1;0;43525;1703233674;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 1730178089;749794-010;0;0;0;1;0;43525;1730178089;1;0;0;0;1;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
749794-010 - 43525 - 1732180115;749794-010;0;0;0;1;0;43525;1732180115;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
749794-010 - 43525 - 1754001514;749794-010;0;0;0;1;0;43525;1754001514;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
749794-010 - 43525 - 1907834074;749794-010;0;0;0;1;0;43525;1907834074;1;0;0;0;1;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
749794-010 - 43525 - 1916470152;749794-010;0;0;0;1;0;43525;1916470152;0;0;1;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 1953986174;749794-010;0;0;0;1;0;43525;1953986174;0;0;1;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 2047916188;749794-010;0;0;0;1;0;43525;2047916188;1;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 2094297373;749794-010;0;0;0;1;0;43525;2094297373;1;0;0;0;1;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
749794-010 - 43525 - 2131596864;749794-010;0;0;0;1;0;43525;2131596864;0;0;1;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;1;1
749794-010 - 43525 - 2146571317;749794-010;0;0;0;1;0;43525;2146571317;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;3;0;0;0;0;0;0
749794-010 - 43525 - 2170122219;749794-010;0;0;0;1;0;43525;2170122219;0;0;0;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 2172688831;749794-010;0;0;0;1;0;43525;2172688831;1;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 2199861347;749794-010;0;0;0;1;0;43525;2199861347;0;0;0;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 2205701212;749794-010;0;0;0;1;0;43525;2205701212;0;0;0;0;1;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 2238619113;749794-010;0;0;0;1;0;43525;2238619113;1;0;0;0;1;45.95;45.95;1.000000;Windows;0;0;1;2;1;1;0;0;0;0
749794-010 - 43525 - 2248364229;749794-010;0;0;0;1;0;43525;2248364229;1;0;0;0;1;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
749794-010 - 43525 - 2271864873;749794-010;0;0;0;1;0;43525;2271864873;1;0;0;0;1;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 227244882;749794-010;0;0;0;1;0;43525;227244882;0;1;0;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
749794-010 - 43525 - 2305669502;749794-010;0;0;0;1;0;43525;2305669502;0;0;1;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
749794-010 - 43525 - 2359963019;749794-010;0;0;0;1;0;43525;2359963019;0;0;1;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 2381836825;749794-010;0;0;0;1;0;43525;2381836825;1;0;0;0;1;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
749794-010 - 43525 - 2414147502;749794-010;0;0;0;1;0;43525;2414147502;0;0;1;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 2515570929;749794-010;0;0;0;1;0;43525;2515570929;0;0;0;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 2564414724;749794-010;0;0;0;1;0;43525;2564414724;1;0;0;0;1;45.95;45.95;1.000000;Windows;0;0;1;2;1;1;0;0;0;0
749794-010 - 43525 - 2576445941;749794-010;0;0;0;1;0;43525;2576445941;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 260268888;749794-010;0;0;0;1;0;43525;260268888;0;0;0;1;0;45.95;45.95;1.000000;iOS;1;0;0;3;0;0;0;0;0;0
749794-010 - 43525 - 260678096;749794-010;0;0;0;1;0;43525;260678096;0;0;1;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 2637619957;749794-010;0;0;0;1;0;43525;2637619957;1;0;0;0;1;45.95;45.95;1.000000;iOS;1;0;0;3;0;0;1;0;0;0
749794-010 - 43525 - 2648432093;749794-010;0;0;0;1;0;43525;2648432093;1;0;0;0;1;45.95;45.95;1.000000;Android;0;1;0;2;0;0;1;0;0;0
749794-010 - 43525 - 2655641303;749794-010;0;0;0;1;0;43525;2655641303;0;0;1;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;1
749794-010 - 43525 - 2675967677;749794-010;0;0;0;1;0;43525;2675967677;1;0;0;0;1;45.95;45.95;1.000000;iOS;1;0;0;2;1;1;0;0;1;0
749794-010 - 43525 - 2688984650;749794-010;0;0;0;1;0;43525;2688984650;0;1;0;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 2739178000;749794-010;0;0;0;1;0;43525;2739178000;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;4;0;0;0;0;0;0
749794-010 - 43525 - 274105161;749794-010;0;0;0;1;0;43525;274105161;0;0;1;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
749794-010 - 43525 - 275640379;749794-010;0;0;0;1;0;43525;275640379;1;0;0;0;1;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 2757028538;749794-010;0;0;0;1;0;43525;2757028538;0;0;1;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
749794-010 - 43525 - 277218360;749794-010;0;0;0;1;0;43525;277218360;0;0;1;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 2784757585;749794-010;0;0;0;1;0;43525;2784757585;1;0;0;0;1;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 2786511838;749794-010;0;0;0;1;0;43525;2786511838;0;0;0;0;1;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
749794-010 - 43525 - 2835729749;749794-010;0;0;0;1;0;43525;2835729749;1;0;0;0;1;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 2914563099;749794-010;0;0;0;1;0;43525;2914563099;0;1;0;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 299034752;749794-010;0;0;0;1;0;43525;299034752;1;0;0;0;1;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 2999759367;749794-010;0;0;0;1;0;43525;2999759367;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 3013176618;749794-010;0;0;0;1;0;43525;3013176618;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 3092042435;749794-010;0;0;0;1;0;43525;3092042435;1;0;0;0;1;45.95;45.95;1.000000;Android;0;1;0;2;4;4;1;0;0;0
749794-010 - 43525 - 3174348369;749794-010;0;0;0;1;0;43525;3174348369;0;0;0;0;1;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;1;0;0;0
749794-010 - 43525 - 3177424664;749794-010;0;0;0;1;0;43525;3177424664;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 3181864113;749794-010;0;0;0;1;0;43525;3181864113;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
749794-010 - 43525 - 3201865306;749794-010;0;0;0;1;0;43525;3201865306;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
749794-010 - 43525 - 3220807565;749794-010;0;0;0;1;0;43525;3220807565;0;0;1;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 3227415982;749794-010;0;0;0;1;0;43525;3227415982;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 3305133806;749794-010;0;0;0;1;0;43525;3305133806;0;0;0;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 3308415952;749794-010;0;0;0;1;0;43525;3308415952;0;0;1;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 3386781197;749794-010;0;0;0;1;0;43525;3386781197;0;1;0;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 3427135982;749794-010;0;0;0;1;0;43525;3427135982;0;0;1;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 3458478211;749794-010;0;0;0;1;0;43525;3458478211;1;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 3492090296;749794-010;0;0;0;1;0;43525;3492090296;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;4;0;0;0;0;0;0
749794-010 - 43525 - 3519135098;749794-010;0;0;0;1;0;43525;3519135098;0;0;0;0;1;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;1;1
749794-010 - 43525 - 3539446662;749794-010;0;0;0;1;0;43525;3539446662;1;0;0;0;1;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 3559172999;749794-010;0;0;0;1;0;43525;3559172999;1;0;0;0;1;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;1
749794-010 - 43525 - 3562102164;749794-010;0;0;0;1;0;43525;3562102164;1;0;0;0;1;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
749794-010 - 43525 - 3639992617;749794-010;0;0;0;1;0;43525;3639992617;0;0;1;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 3657794062;749794-010;0;0;0;1;0;43525;3657794062;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 3671455902;749794-010;0;0;0;1;0;43525;3671455902;0;0;1;0;0;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
749794-010 - 43525 - 3706589451;749794-010;0;0;0;1;0;43525;3706589451;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
749794-010 - 43525 - 3707388332;749794-010;0;0;0;1;0;43525;3707388332;1;0;0;0;1;45.95;45.95;1.000000;iOS;1;0;0;2;1;1;0;0;1;0
749794-010 - 43525 - 3720091389;749794-010;0;0;0;1;0;43525;3720091389;0;0;0;0;1;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
749794-010 - 43525 - 3731761417;749794-010;0;0;0;1;0;43525;3731761417;0;0;1;0;0;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
749794-010 - 43525 - 3749658943;749794-010;0;0;0;1;0;43525;3749658943;0;0;0;0;1;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 375256054;749794-010;0;0;0;1;0;43525;375256054;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
749794-010 - 43525 - 3802147155;749794-010;0;0;0;1;0;43525;3802147155;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 3836977424;749794-010;0;0;0;1;0;43525;3836977424;1;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
749794-010 - 43525 - 3898091616;749794-010;0;0;0;1;0;43525;3898091616;1;0;0;0;1;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 4045931887;749794-010;0;0;0;1;0;43525;4045931887;1;0;0;0;1;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;1;0
749794-010 - 43525 - 4087044468;749794-010;0;0;0;1;0;43525;4087044468;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 409260129;749794-010;0;0;0;1;0;43525;409260129;1;0;1;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 4171480539;749794-010;0;0;0;1;0;43525;4171480539;1;0;0;0;1;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
749794-010 - 43525 - 4172337055;749794-010;0;0;0;1;0;43525;4172337055;1;0;0;0;1;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 4249739788;749794-010;0;0;0;1;0;43525;4249739788;0;0;0;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 427644224;749794-010;0;0;0;1;0;43525;427644224;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 4292698995;749794-010;0;0;0;1;0;43525;4292698995;0;0;1;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
749794-010 - 43525 - 452443285;749794-010;0;0;0;1;0;43525;452443285;0;0;0;0;1;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;1;0;1;1
749794-010 - 43525 - 480246689;749794-010;0;0;0;1;0;43525;480246689;1;0;0;0;1;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 54781529;749794-010;0;0;0;1;0;43525;54781529;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 595585608;749794-010;0;0;0;1;0;43525;595585608;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
749794-010 - 43525 - 597503569;749794-010;0;0;0;1;0;43525;597503569;0;0;1;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 601977442;749794-010;0;0;0;1;0;43525;601977442;0;0;1;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
749794-010 - 43525 - 602816261;749794-010;0;0;0;1;0;43525;602816261;0;0;1;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;1;0;0;0
749794-010 - 43525 - 635744060;749794-010;0;0;0;1;0;43525;635744060;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 636321252;749794-010;0;0;0;1;0;43525;636321252;0;0;0;0;1;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 647288508;749794-010;0;0;0;1;0;43525;647288508;1;0;0;0;1;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
749794-010 - 43525 - 661542977;749794-010;0;0;0;1;0;43525;661542977;0;0;0;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 705441079;749794-010;0;0;0;1;0;43525;705441079;0;0;0;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 759697564;749794-010;0;0;0;1;0;43525;759697564;0;0;1;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
749794-010 - 43525 - 78044140;749794-010;0;0;0;1;0;43525;78044140;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43525 - 806553870;749794-010;0;0;0;1;0;43525;806553870;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 880930571;749794-010;0;0;0;1;0;43525;880930571;0;0;1;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43525 - 881879883;749794-010;0;0;0;1;0;43525;881879883;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
749794-010 - 43526 - 1026586426;749794-010;0;0;0;1;0;43526;1026586426;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43526 - 1142291249;749794-010;0;0;0;1;0;43526;1142291249;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43526 - 1410027885;749794-010;0;0;0;1;0;43526;1410027885;0;1;0;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
749794-010 - 43526 - 1434527476;749794-010;0;0;0;1;0;43526;1434527476;1;0;0;0;1;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43526 - 1452263657;749794-010;0;0;0;1;0;43526;1452263657;0;0;0;0;1;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;1;0;0;0
749794-010 - 43526 - 1462580466;749794-010;0;0;0;1;0;43526;1462580466;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 1475659161;749794-010;0;0;0;1;0;43526;1475659161;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43526 - 1490982277;749794-010;0;0;0;1;0;43526;1490982277;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 1504707730;749794-010;0;0;0;1;0;43526;1504707730;0;0;1;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 1529870133;749794-010;0;0;0;1;0;43526;1529870133;1;0;0;0;1;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
749794-010 - 43526 - 1607555873;749794-010;0;0;0;1;0;43526;1607555873;0;1;0;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 173685117;749794-010;0;0;0;1;0;43526;173685117;1;0;0;0;1;45.95;45.95;1.000000;Windows;0;0;1;2;4;4;1;1;0;0
749794-010 - 43526 - 1775243160;749794-010;0;0;0;1;0;43526;1775243160;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 1813786200;749794-010;0;0;0;1;0;43526;1813786200;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;1
749794-010 - 43526 - 1820775627;749794-010;0;0;0;1;0;43526;1820775627;1;0;0;0;1;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
749794-010 - 43526 - 1829815668;749794-010;0;0;0;1;0;43526;1829815668;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 1854843492;749794-010;0;0;0;1;0;43526;1854843492;1;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43526 - 1881995858;749794-010;0;0;0;1;0;43526;1881995858;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 1936540596;749794-010;0;0;0;1;0;43526;1936540596;0;1;0;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
749794-010 - 43526 - 1974359992;749794-010;0;0;0;1;0;43526;1974359992;1;0;0;0;1;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
749794-010 - 43526 - 1986346475;749794-010;0;0;0;1;0;43526;1986346475;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43526 - 2010816589;749794-010;0;0;0;1;0;43526;2010816589;0;0;1;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 2071451258;749794-010;0;0;0;1;0;43526;2071451258;0;0;0;0;1;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 2080606581;749794-010;0;0;0;1;0;43526;2080606581;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;1
749794-010 - 43526 - 2199861347;749794-010;0;0;0;1;0;43526;2199861347;0;0;1;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43526 - 2201104030;749794-010;0;0;0;1;0;43526;2201104030;1;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43526 - 2257844505;749794-010;0;0;0;1;0;43526;2257844505;1;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 2271864873;749794-010;0;0;0;1;0;43526;2271864873;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;1;0;1;1
749794-010 - 43526 - 2305669502;749794-010;0;0;0;1;0;43526;2305669502;0;0;0;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43526 - 2342425245;749794-010;0;0;0;1;0;43526;2342425245;0;0;0;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43526 - 2366305575;749794-010;0;0;0;1;0;43526;2366305575;0;1;0;0;0;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
749794-010 - 43526 - 2378622476;749794-010;0;0;0;1;0;43526;2378622476;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 2378986501;749794-010;0;0;0;1;0;43526;2378986501;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;1;0
749794-010 - 43526 - 2394466538;749794-010;0;0;0;1;0;43526;2394466538;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 2414147502;749794-010;0;0;0;1;0;43526;2414147502;0;0;1;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
749794-010 - 43526 - 2462184460;749794-010;0;0;0;1;0;43526;2462184460;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;3;0;0;0;0;0;0
749794-010 - 43526 - 2492297660;749794-010;0;0;0;1;0;43526;2492297660;1;0;0;0;1;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;0;0
749794-010 - 43526 - 2607705804;749794-010;0;0;0;1;0;43526;2607705804;0;0;0;1;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 2637619957;749794-010;0;0;0;1;0;43526;2637619957;1;0;0;0;1;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;1;0;0;0
749794-010 - 43526 - 2655641303;749794-010;0;0;0;1;0;43526;2655641303;0;0;1;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;1
749794-010 - 43526 - 2660049722;749794-010;0;0;0;1;0;43526;2660049722;0;0;0;0;1;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 2860575296;749794-010;0;0;0;1;0;43526;2860575296;0;0;0;0;1;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 2922414910;749794-010;0;0;0;1;0;43526;2922414910;1;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 3108736891;749794-010;0;0;0;1;0;43526;3108736891;1;0;0;0;1;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 3148126868;749794-010;0;0;0;1;0;43526;3148126868;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
749794-010 - 43526 - 3241508403;749794-010;0;0;0;1;0;43526;3241508403;1;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 3343180073;749794-010;0;0;0;1;0;43526;3343180073;0;0;0;0;1;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43526 - 3349375599;749794-010;0;0;0;1;0;43526;3349375599;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43526 - 3415675931;749794-010;0;0;0;1;0;43526;3415675931;0;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
749794-010 - 43526 - 3508235733;749794-010;0;0;0;1;0;43526;3508235733;0;0;1;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43526 - 3514097105;749794-010;0;0;0;1;0;43526;3514097105;0;1;0;0;0;45.95;45.95;1.000000;Windows;0;0;1;2;0;0;0;0;1;1
749794-010 - 43526 - 3608522235;749794-010;0;0;0;1;0;43526;3608522235;0;0;1;0;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;0;0
749794-010 - 43526 - 3707388332;749794-010;0;0;0;1;0;43526;3707388332;0;0;1;1;0;45.95;45.95;1.000000;iOS;1;0;0;2;0;0;0;0;1;0
749794-010 - 43526 - 3739498224;749794-010;0;0;0;1;0;43526;3739498224;1;0;1;0;0;45.95;45.95;1.000000;Android;0;1;0;2;0;0;0;0;0;0
